#SetID	ThemeGroup	Theme	SubTheme	Year	Name	Pieces	USRetailPrice
9463	Miscellaneous	Gear	Miscellaneous	2007	Stormtrooper Maquette (Gentle Giant)	0	64.99
9464	Miscellaneous	Gear	Miscellaneous	2007	Boba Fett Maquette (Gentle Giant)	0	64.99
6302	Miscellaneous	Gear	Miscellaneous	2007	Luke Skywalker Pilot Maquette	0	19.99
24877	Miscellaneous	Promotional	Miscellaneous	2015	San Francisco Giants Baseball Player	38	0
26321	Miscellaneous	Promotional	Miscellaneous	2016	Lou Seal Buildable Figure	0	0
31382	Miscellaneous	Promotional	Gift with Purchase	2020	Gladiator minifigure	7	0
22827	Miscellaneous	Promotional	LEGO brand store opening set	2013	Glasgow, UK Exclusive Minifigure Pack	15	0
8227	Miscellaneous	Promotional	LEGO brand store opening set	2010	{Rattlesnake}	140	0
26985	Miscellaneous	Promotional	General Mills	2009	Race Car 1	0	0
26986	Miscellaneous	Promotional	General Mills	2009	Race Car 2	0	0
26987	Miscellaneous	Promotional	General Mills	2009	Race Car 3	0	0
26988	Miscellaneous	Promotional	General Mills	2009	Race Car 4	0	0
26989	Miscellaneous	Promotional	General Mills	2009	Race Car 5	0	0
26990	Miscellaneous	Promotional	General Mills	2009	Race Car 6	0	0
33903	Licensed	The LEGO Ninjago Movie	Promotional	2017	Green Dragon	35	0
23214	Miscellaneous	Promotional	LEGO brand store opening set	2013	Gurnee Exclusive Minifigure Pack	15	0
5634	Miscellaneous	Gear	Seasonal	2006	LEGO Holiday Minifigure Gift Wrap & Tags	0	2.99
5548	Miscellaneous	Gear	Housewares	2006	Classic Gift Wrap	0	2.99
6110	Miscellaneous	Gear	Clothing	2006	Toa Whenua Hat	0	11.99
8156	Miscellaneous	Promotional	LEGO brand store opening set	2009	{Crab}	69	0
29522	Miscellaneous	Promotional	Miscellaneous	2019	Mini Harley Davidson	71	0
9373	Miscellaneous	Games	Heroica	2011	Heroica Event Character Cards	0	0
9645	Miscellaneous	Games	Heroica	2012	Limited Edition Box Set	0	0
6299	Miscellaneous	Gear	Video Games/Wii	2007	BIONICLE Heroes	0	0
23400	Miscellaneous	Promotional	LEGO brand stores	2004	Mini Stanley Cup	0	0
31134	Licensed	Harry Potter	Promotional	2018	Hogwarts Express	43	0
8154	Miscellaneous	Promotional	LEGO brand store opening set	2009	{Fish and Coral}	85	0
8159	Miscellaneous	Promotional	LEGO brand store opening set	2008	{Space Shuttle}	65	0
8178	Miscellaneous	Promotional	LEGO brand store opening set	2010	{Bull and Rider}	143	0
9498	Licensed	Harry Potter	Promotional	2002	Harry Potter Minifigure Collection Gallery 1	20	0
9499	Licensed	Harry Potter	Promotional	2002	Harry Potter Minifigure Collection Gallery 2	17	0
9500	Licensed	Harry Potter	Promotional	2002	Harry Potter Minifigure Collection Gallery 3	23	0
9501	Licensed	Harry Potter	Promotional	2002	Harry Potter Minifigure Collection Gallery 4	23	0
9510	Licensed	Harry Potter	Promotional	2011	Harry Potter Minifigure	5	0
9482	Licensed	Harry Potter	Promotional	2011	Wand	26	3.99
9460	Modern day	Friends	Promotional	2012	Ice Cream Stand	14	0
47012	Miscellaneous	Miscellaneous	Ideas Pick a Brick model	2023	Billboard Fun	0	0
47013	Miscellaneous	Miscellaneous	Ideas Pick a Brick model	2023	Cyber Explorers	0	0
47014	Miscellaneous	Miscellaneous	Ideas Pick a Brick model	2023	4-Season Greenhouse	0	0
47015	Miscellaneous	Miscellaneous	Ideas Pick a Brick model	2023	Market Magic	0	0
47016	Miscellaneous	Miscellaneous	Ideas Pick a Brick model	2023	Modular Racers	0	0
47017	Miscellaneous	Miscellaneous	Ideas Pick a Brick model	2023	Garden Dreams	0	0
47018	Miscellaneous	Miscellaneous	Ideas Pick a Brick model	2023	Brick-quarium	0	0
9586	Miscellaneous	Promotional	LEGO brand store opening set	2011	Castleton Square  Exclusive Minifigure pack	15	0
47297	Licensed	Marvel Super Heroes	Promotional	2018	Iron Man Mosaic	0	0
25828	Miscellaneous	Books	Dorling Kindersley	2015	Great LEGO Sets: A Visual History	102	0
24879	Miscellaneous	Books	Dorling Kindersley	2015	LEGO Awesome Ideas	0	24.99
25834	Miscellaneous	Books	Dorling Kindersley	2015	LEGO Friends: Build Your Own Adventure	77	0
25833	Miscellaneous	Books	Dorling Kindersley	2015	LEGO Ninjago: Build Your Own Adventure	74	0
24480	Miscellaneous	Books	Dorling Kindersley	2015	LEGO Star Wars: Character Encyclopedia, Updated and Expanded	5	18.99
24882	Miscellaneous	Books	Dorling Kindersley	2015	LEGO Friends: The Adventure Guide	6	16.99
25829	Miscellaneous	Books	Dorling Kindersley	2015	I Love That Minifigure!	5	0
26112	Miscellaneous	Books	Dorling Kindersley	2016	LEGO DC Super Heroes: Character Encyclopedia	7	18.99
26177	Miscellaneous	Books	Dorling Kindersley	2016	LEGO NEXO KNIGHTS: The Book of Knights	6	0
27057	Miscellaneous	Books	Dorling Kindersley	2017	LEGO: Absolutely Everything You Need to Know	0	0
26013	Miscellaneous	Books	Dorling Kindersley	2016	LEGO NINJAGO: Character Encyclopedia, Updated and Expanded	9	18.99
26009	Miscellaneous	Books	Dorling Kindersley	2016	LEGO Star Wars: Build Your Own Adventure	73	0
26010	Miscellaneous	Books	Dorling Kindersley	2016	LEGO City: Build Your Own Adventure	92	0
27050	Miscellaneous	Books	Dorling Kindersley	2017	The LEGO BATMAN MOVIE: The Making of the Movie	0	24.99
26872	Miscellaneous	Books	Dorling Kindersley	2017	DC Comics Super Heroes Build Your Own Adventure	80	0
27913	Miscellaneous	Books	Dorling Kindersley	2018	Disney Princess: Build Your Own Adventure	83	0
27987	Miscellaneous	Books	Dorling Kindersley	2018	LEGO DC Super Heroes: Visual Dictionary	5	0
28170	Miscellaneous	Books	Dorling Kindersley	2019	LEGO Star Wars: Visual Dictionary, New Edition	4	0
29018	Miscellaneous	Books	Dorling Kindersley	2019	Star Wars Build Your Own Adventure: Galactic Missions	66	0
29020	Miscellaneous	Books	Dorling Kindersley	2019	Amazing Vehicles	0	0
29019	Miscellaneous	Books	Dorling Kindersley	2019	Harry Potter Build Your Own Adventure	101	0
29588	Miscellaneous	Books	Dorling Kindersley	2019	LEGO NINJAGO: Visual Dictionary, New Edition	5	0
29017	Miscellaneous	Books	Dorling Kindersley	2019	Christmas Ideas	41	0
30958	Miscellaneous	Books	Dorling Kindersley	2019	LEGO Star Wars: Visual Dictionary, Anniversary Edition	4	0
29589	Miscellaneous	Books	Dorling Kindersley	2019	Harry Potter The Magical Guide to the Wizarding World	0	0
29591	Miscellaneous	Books	Dorling Kindersley	2020	Cute Ideas	35	0
29637	Miscellaneous	Books	Dorling Kindersley	2020	NINJAGO Choose Your Ninja Mission: Which Path Will You Take?	0	0
29590	Miscellaneous	Books	Dorling Kindersley	2020	Epic History	53	0
30004	Miscellaneous	Books	Dorling Kindersley	2020	LEGO Harry Potter: Magical Treasury	5	21.99
31634	Miscellaneous	Books	Dorling Kindersley	2020	Disney Princess Enchanted Treasury	0	0
29872	Miscellaneous	Books	Dorling Kindersley	2020	LEGO Minifigure: A Visual History, New Edition	5	39.99
29636	Miscellaneous	Books	Dorling Kindersley	2019	Build Yourself Happy: The Joy of LEGO play	0	0
29989	Miscellaneous	Books	Dorling Kindersley	2020	LEGO Minifigure Handbook	0	0
31059	Miscellaneous	Books	Dorling Kindersley	2021	LEGO Life Hacks: 50 Cool Ideas to Make Your LEGO Bricks Work for You!	0	0
33988	Miscellaneous	Books	Dorling Kindersley	2022	The LEGO Ideas Book (New Edition)	0	0
34175	Miscellaneous	Books	Dorling Kindersley	2022	How to Build LEGO Houses	0	0
31773	Miscellaneous	Books	Dorling Kindersley	2022	LEGO Star Wars: Awesome Vehicles	4	19.99
34508	Miscellaneous	Books	Dorling Kindersley	2023	Build Your Own LEGO Escape Room	49	19.99
31973	Miscellaneous	Books	Dorling Kindersley	2022	Meet the Minifigures	0	0
47119	Miscellaneous	Books	Dorling Kindersley	2023	The Big Book of LEGO Facts	0	24.99
47118	Miscellaneous	Books	Dorling Kindersley	2023	Ideas on the Go	32	0
47104	Miscellaneous	Books	Dorling Kindersley	2023	The LEGO Christmas Games Book	0	0
47101	Miscellaneous	Books	Dorling Kindersley	2023	LEGO Harry Potter Ideas Book	0	24.99
44603	Miscellaneous	Books	Dorling Kindersley	2023	LEGO Marvel: Visual Dictionary	5	24.99
25737	Miscellaneous	Books	John Wiley & Sons	2010	LEGO: A Love Story	0	0
26880	Miscellaneous	Books	CreateSpace	2016	The Complete LEGO Minifigure Catalogue	0	0
27760	Miscellaneous	Books	CreateSpace	2017	The Unofficial LEGO Color Guide	0	0
29025	Miscellaneous	Books	Miscellaneous	2019	Lego Action Vehicles: Police Helicopter, Fire Truck, Ambulance, and More	0	0
25779	Miscellaneous	Books	Klutz	2015	LEGO Chain Reactions	0	0
34451	Miscellaneous	Books	Random House	2021	I Love You to Pieces	0	10.99
48862	Miscellaneous	Books	Dorling Kindersley	2024	LEGO Timelines	0	34.99
30298	Miscellaneous	Books	Dorling Kindersley	2020	100 Ways to Rebuild the World	0	0
31542	Miscellaneous	Books	Dorling Kindersley	2021	Magical Ideas	32	16.99
31060	Miscellaneous	Books	Dorling Kindersley	2021	LEGO NINJAGO: Character Encyclopedia, New Edition	5	19.99
30953	Miscellaneous	Books	Dorling Kindersley	2021	LEGO Star Wars: Yoda's Galaxy Atlas	7	0
31543	Miscellaneous	Books	Dorling Kindersley	2021	Super Nature	51	0
31541	Miscellaneous	Books	Dorling Kindersley	2021	Harry Potter Holidays at Hogwarts	0	0
32309	Miscellaneous	Books	Dorling Kindersley	2021	Minifigure Mission	0	0
31538	Miscellaneous	Books	Dorling Kindersley	2021	How to Build LEGO Houses	0	0
31540	Miscellaneous	Books	Dorling Kindersley	2021	How to Build LEGO Cars	0	0
31539	Miscellaneous	Books	Dorling Kindersley	2021	Mighty LEGO Mechs	0	0
32314	Miscellaneous	Books	Dorling Kindersley	2022	Party Ideas	25	0
32311	Miscellaneous	Books	Dorling Kindersley	2022	LEGO DC: Character Encyclopedia, New Edition	5	21.99
33594	Miscellaneous	Books	Dorling Kindersley	2022	A Spellbinding Guide to Hogwarts Houses	0	0
34020	Miscellaneous	Books	Dorling Kindersley	2022	How to Build LEGO Dinosaurs	0	0
34244	Miscellaneous	Books	Dorling Kindersley	2023	LEGO Harry Potter: Character Encyclopedia, New Edition	6	21.99
34498	Miscellaneous	Books	Dorling Kindersley	2023	LEGO NINJAGO: Secret World of the Ninja, New Edition	6	19.99
48613	Miscellaneous	Books	Dorling Kindersley	2024	LEGO Star Wars: Visual Dictionary, Updated Edition	0	24.99
48863	Miscellaneous	Books	Dorling Kindersley	2024	LEGO Harry Potter: Visual Dictionary	5	24.99
26014	Miscellaneous	Books	The History Press	2016	Brick History: Amazing Historical Scenes to Build from LEGO	0	0
25832	Miscellaneous	Books	Dorling Kindersley	1999	LEGO Modellers: Animals	0	0
25831	Miscellaneous	Books	Dorling Kindersley	1999	LEGO Modellers: Fabulous Figures	0	0
7223	Miscellaneous	Books	Dorling Kindersley	2009	LEGO Pirates: Brickmaster	0	0
7350	Miscellaneous	Books	Dorling Kindersley	2010	LEGO Star Wars: Brickmaster	0	29.99
25830	Miscellaneous	Books	Dorling Kindersley	2012	The LEGO Book, Expanded and fully revised	0	0
7926	Miscellaneous	Books	Dorling Kindersley	2010	LEGO Atlantis: Brickmaster	0	0
7222	Miscellaneous	Books	Dorling Kindersley	2009	LEGO Castle: Brickmaster	141	0
8787	Miscellaneous	Books	Dorling Kindersley	2011	LEGO Harry Potter: Building the Magical World	4	18.99
8830	Miscellaneous	Books	Dorling Kindersley	2011	LEGO Ninjago: Brickmaster	0	0
9025	Miscellaneous	Books	Dorling Kindersley	2011	The LEGO Ideas Book	0	24.99
9024	Miscellaneous	Books	Dorling Kindersley	2011	LEGO Star Wars: Character Encyclopedia	4	18.99
10096	Miscellaneous	Books	Dorling Kindersley	2012	LEGO Friends: Brickmaster	95	0
9874	Miscellaneous	Books	Dorling Kindersley	2012	LEGO Ninjago: Fight the Power of the Snakes: Brickmaster	156	0
9765	Miscellaneous	Books	Dorling Kindersley	2012	LEGO Harry Potter: Characters of the Magical World	4	0
9853	Miscellaneous	Books	Dorling Kindersley	2012	LEGO Batman: Visual Dictionary	4	0
10128	Miscellaneous	Books	Dorling Kindersley	2012	LEGO NINJAGO: Character Encyclopedia	5	18.99
27059	Miscellaneous	Books	Motorbooks	2017	How to Build Brick Cars: Detailed LEGO Designs for Sports Cars, Race Cars, and Muscle Cars	0	0
28105	Miscellaneous	Books	Motorbooks	2018	How To Build Brick Airplanes	0	0
30300	Miscellaneous	Books	Motorbooks	2020	How to Build Brick TV and Movie Cars	0	0
27914	Miscellaneous	Books	Weldon Owen	2018	Brick by Brick Dinosaurs	0	0
4592	Miscellaneous	Books	Dorling Kindersley	1999	The Ultimate LEGO Book	1	0
25764	Miscellaneous	Books	Henry Holt & Company	2013	Cool Cars and Trucks	0	0
25766	Miscellaneous	Books	Henry Holt & Company	2013	Cool City	0	0
25765	Miscellaneous	Books	Henry Holt & Company	2013	Cool Robots	0	0
25772	Miscellaneous	Books	Henry Holt & Company	2012	Amazing ABC	0	0
25769	Miscellaneous	Books	Henry Holt & Company	2013	Cool Castles	0	0
25739	Miscellaneous	Books	Harry N. Abrams Inc.	1987	The World of LEGO Toys	0	0
29543	Miscellaneous	Books	Miscellaneous	2019	Expanding the LEGO Winter Village, Volume 2	0	0
29541	Miscellaneous	Books	Miscellaneous	2019	Building LEGO BrickHeadz Heroes - Volume One: The Unofficial Guide	0	0
29544	Miscellaneous	Books	Miscellaneous	2019	Building LEGO BrickHeadz Villains- Volume One: The Unofficial Guide	0	0
29542	Miscellaneous	Books	Miscellaneous	2019	Expanding the LEGO Winter Village	0	0
29321	Miscellaneous	Books	Miscellaneous	2019	Building Tales with Syd and Friends	0	0
25771	Miscellaneous	Books	Square Fish	2013	Totally Cool Creations	0	0
26879	Miscellaneous	Books	McGraw Hill	2016	Building with Virtual LEGO: Getting Started with LEGO Digital Designer, LDraw, and Mecabricks	0	0
28351	Miscellaneous	Books	Klutz	2018	Make Your Own Movie	0	0
27910	Miscellaneous	Books	Klutz	2018	LEGO Gadgets	0	0
31055	Miscellaneous	Books	Klutz	2020	Gear Bots	0	0
33948	Miscellaneous	Books	Klutz	2022	Race Cars	124	0
7293	Miscellaneous	Books	Dorling Kindersley	2009	The LEGO Book	1	0
8102	Miscellaneous	Books	Dorling Kindersley	2009	Standing Small: A Celebration of 30 Years of the LEGO Minifigure	1	0
7294	Miscellaneous	Books	Dorling Kindersley	2009	LEGO Star Wars: The Visual Dictionary	4	21.99
7349	Miscellaneous	Books	Dorling Kindersley	2011	LEGO City: Brickmaster	0	0
22757	Miscellaneous	Books	Dorling Kindersley	2013	LEGO Minifigures: Character Encyclopedia	6	18.99
22979	Miscellaneous	Books	Dorling Kindersley	2013	LEGO Star Wars: Battle for the Stolen Crystals: Brickmaster	189	32.99
22756	Miscellaneous	Books	Dorling Kindersley	2013	LEGO Legends of Chima: The Quest for CHI: Brickmaster	187	0
22995	Miscellaneous	Books	Dorling Kindersley	2013	The LEGO Play Book	0	24.99
23104	Miscellaneous	Books	Dorling Kindersley	2013	LEGO Minifigure Year by Year: A Visual History	12	39.99
22910	Miscellaneous	Books	Dorling Kindersley	2013	LEGO Star Wars: The Yoda Chronicles	4	0
23668	Miscellaneous	Books	Dorling Kindersley	2014	LEGO Star Wars: The Visual Dictionary, Updated and Expanded	4	21.99
23930	Miscellaneous	Books	Dorling Kindersley	2014	LEGO Star Wars: The Dark Side	5	16.99
23772	Miscellaneous	Books	Dorling Kindersley	2014	LEGO Legends of Chima: Character Encyclopedia	10	18.99
24883	Miscellaneous	Books	Dorling Kindersley	2015	LEGO NINJAGO: Secret World of the Ninja	6	16.99
24053	Miscellaneous	Books	Dorling Kindersley	2014	LEGO Ninjago: Brickmaster, Updated and Expanded	0	0
24866	Miscellaneous	Books	Dorling Kindersley	2015	LEGO Architecture: The Visual Guide	0	0
29022	Miscellaneous	Books	Miscellaneous	2019	New York City Brick by Brick	0	0
25730	Miscellaneous	Books	Barron's Educational Series	2013	Brick City: Global Icons to Make from LEGO (US edition)	0	0
25729	Miscellaneous	Books	Barron's Educational Series	2014	Brick Wonders: Ancient, Natural and Modern Marvels in LEGO (US edition)	0	0
25733	Miscellaneous	Books	Barron's Educational Series	2014	Brick Flicks: 60 Iconic Movie Scenes and Posters Made from LEGO (US edition)	0	0
25735	Miscellaneous	Books	Barron's Educational Series	2015	Brick Vehicles: Amazing Air, Land, and Sea Machines to Build from LEGO (US edition)	0	0
26015	Miscellaneous	Books	Barron's Educational Series	2016	Brick History: A Brick History of the World in LEGO (US Edition)	0	0
26155	Miscellaneous	Books	Barron's Educational Series	2016	Brick Animals: 40 Clever & Creative Ideas to Make from LEGO (US Edition)	0	0
26156	Miscellaneous	Books	Barron's Educational Series	2016	Brick Cars: 40 Clever & Creative Ideas to Make from LEGO (US Edition)	0	0
27212	Miscellaneous	Books	Barron's Educational Series	2017	Brick Beasts: 40 Clever & Creative Ideas to Make from Classic LEGO	0	0
27055	Miscellaneous	Books	Barron's Educational Series	2017	Brick Buildings: 40 Clever & Creative Ideas to Make from Classic LEGO	0	0
28108	Miscellaneous	Books	Barron's Educational Series	2018	Brick Pets	0	0
28107	Miscellaneous	Books	Barron's Educational Series	2018	Brick Robots	0	0
25736	Miscellaneous	Books	Krause Publications	2015	The Ultimate Guide to Collectible LEGO Sets	0	0
26008	Miscellaneous	Books	Krause Publications	2016	The Ultimate Guide to Collectible Minifigures	0	0
29976	Miscellaneous	Books	Chronicle	2020	LEGO Still Life with Bricks: The Art of Everyday Play	0	0
29975	Miscellaneous	Books	Chronicle	2020	LEGO Still Life with Bricks: 100 Collectible Postcards	0	0
31550	Miscellaneous	Gear	Puzzle	2020	Paint Party Puzzle	0	0
29977	Miscellaneous	Books	Chronicle	2020	LEGO Small Parts: The Secret Life of Minifigures	0	0
32312	Miscellaneous	Books	Chronicle	2022	The Art of the Minifigure	0	0
31552	Miscellaneous	Gear	Puzzle	2020	Minifigure Puzzle	0	0
31056	Miscellaneous	Books	Chronicle	2021	The Secrets of LEGO House	0	0
31284	Miscellaneous	Books	Chronicle	2021	We Just Click	0	0
34016	Miscellaneous	Books	Chronicle	2023	LEGO Heroes	0	0
25753	Miscellaneous	Books	CreateSpace/Bartneck	2011	The Unofficial LEGO Minifigure Catalog: 1st Edition	0	0
23740	Miscellaneous	Books	Dorling Kindersley	2014	LEGO Friends: Character Encyclopedia	6	18.99
24033	Miscellaneous	Books	Dorling Kindersley	2014	LEGO NINJAGO: The Visual Dictionary	5	0
24881	Miscellaneous	Books	Dorling Kindersley	2015	Star Wars in 100 Scenes	0	18.99
25835	Miscellaneous	Books	Dorling Kindersley	2015	LEGO Star Wars: Small Scenes from a Big Galaxy	0	0
26012	Miscellaneous	Books	Dorling Kindersley	2016	LEGO Star Wars: Chronicles of the Force	3	0
26154	Miscellaneous	Books	Dorling Kindersley	2016	365 Things to Do with LEGO Bricks	0	0
27054	Miscellaneous	Books	Dorling Kindersley	2017	Ultimate LEGO Star Wars: Characters Creatures Locations Technology Vehicles	0	0
26982	Miscellaneous	Books	Dorling Kindersley	2017	DC Comics Super Heroes: The Awesome Guide	0	16.99
26873	Miscellaneous	Books	Dorling Kindersley	2017	LEGO NEXO KNIGHTS: Build Your Own Adventure	78	24.99
27056	Miscellaneous	Books	Dorling Kindersley	2017	The LEGO NINJAGO MOVIE: The Making of the Movie	0	24.99
27058	Miscellaneous	Books	Dorling Kindersley	2017	LEGO NEXO KNIGHTS: Character Encyclopedia	9	19.99
27911	Miscellaneous	Books	Dorling Kindersley	2018	LEGO Star Wars Ideas Book	0	0
27992	Miscellaneous	Books	Dorling Kindersley	2018	The LEGO Book - New Edition	0	24.99
27990	Miscellaneous	Books	Dorling Kindersley	2018	Star Wars: Choose Your Path	3	0
27916	Miscellaneous	Books	Dorling Kindersley	2018	Animal Atlas	60	0
27912	Miscellaneous	Books	Dorling Kindersley	2018	Ninjago: Build Your Own Adventure: Greatest Ninja Battles	67	0
29016	Miscellaneous	Books	Dorling Kindersley	2019	The Book of Bedtime Builds	68	0
29539	Miscellaneous	Books	Dorling Kindersley	2020	LEGO Star Wars: Character Encyclopedia, New Edition	7	19.99
29631	Miscellaneous	Books	Dorling Kindersley	2020	Halloween Ideas	0	0
29747	Miscellaneous	Books	Dorling Kindersley	2020	Jurassic World Build Your Own Adventure	63	0
29748	Miscellaneous	Books	Dorling Kindersley	2020	City Build Your Own Adventure: Police Chase	0	0
29971	Miscellaneous	Books	Dorling Kindersley	2020	The LEGO Games Book	0	0
25773	Miscellaneous	Books	CreateSpace	2012	Brickdiction: A Seven Step Recovery Guide for People Addicted to LEGO	0	0
25754	Miscellaneous	Books	CreateSpace/Bartneck	2012	The 2011 LEGO Minifigure Catalog: 1st Edition	0	0
25752	Miscellaneous	Books	CreateSpace/Bartneck	2012	The Harry Potter LEGO Minifigure Catalog: 1st Edition	0	0
25751	Miscellaneous	Books	CreateSpace/Bartneck	2012	The Star Wars LEGO Minifigure Catalog: 1st Edition	0	0
25761	Miscellaneous	Books	CreateSpace/Bartneck	2012	The Complete LEGO Figure Catalog: 1st Edition	0	0
25775	Miscellaneous	Books	CreateSpace	2013	The Secret Life Of Plastic People	0	0
25760	Miscellaneous	Books	CreateSpace/Bartneck	2013	The Unofficial LEGO Minifigure Catalog: 2nd Edition	0	0
25756	Miscellaneous	Books	CreateSpace/Bartneck	2013	The Star Wars LEGO Minifigure Catalog: 2nd Edition	0	0
25757	Miscellaneous	Books	CreateSpace/Bartneck	2013	The 2012 LEGO Minifigure Catalog: 1st Edition	0	0
25755	Miscellaneous	Books	CreateSpace/Bartneck	2013	The 2011 LEGO Minifigure Catalog: 2nd Edition	0	0
34018	Miscellaneous	Books	Apress	2023	The Art of Virtual LEGO Design: Design LEGO Models using Studio 2.0	0	0
25748	Miscellaneous	Books	CreateSpace/Bartneck	2014	The 2013 LEGO Minifigure Catalog: 1st Edition	0	0
25749	Miscellaneous	Books	CreateSpace/Bartneck	2014	The Star Wars LEGO Minifigure Catalog: 3rd Edition	0	0
25750	Miscellaneous	Books	CreateSpace/Bartneck	2014	The 2012 LEGO Minifigure Catalog: 2nd Edition	0	0
46994	Miscellaneous	Books	Dark Horse	2023	LEGO Space: 1978-1992	0	49.99
25758	Miscellaneous	Books	CreateSpace/Bartneck	2015	The 2014 LEGO Minifigure Catalog: 1st Edition	0	0
25759	Miscellaneous	Books	CreateSpace/Bartneck	2015	The Star Wars LEGO Minifigure Catalog: 4th Edition	0	0
26878	Miscellaneous	Books	Graphic Arts Books	2017	Build It! Things That Fly	0	0
26877	Miscellaneous	Books	Graphic Arts Books	2017	Build It! Things That Float	0	0
26876	Miscellaneous	Books	Graphic Arts Books	2017	Build It! Things That Go	0	0
27207	Miscellaneous	Books	Graphic Arts Books	2017	Build It! Farm Animals	0	0
27206	Miscellaneous	Books	Graphic Arts Books	2017	Build It! Robots	0	0
28110	Miscellaneous	Books	Graphic Arts Books	2018	Build It! Dinosaurs:	0	0
28111	Miscellaneous	Books	Graphic Arts Books	2018	Build It! Trains	0	0
28112	Miscellaneous	Books	Graphic Arts Books	2018	Build It! Sea Life	0	0
28104	Miscellaneous	Books	Graphic Arts Books	2018	Build It! Race Cars:	0	0
28354	Miscellaneous	Books	Graphic Arts Books	2018	Build It! Medieval World	0	0
29024	Miscellaneous	Books	Graphic Arts Books	2019	Build It! Wild West	0	0
29023	Miscellaneous	Books	Graphic Arts Books	2019	Build It! Monsters	0	0
26218	Miscellaneous	Books	CreateSpace/Bartneck	2016	The 2015 LEGO Minifigure Catalog: 1st Edition	0	0
26217	Miscellaneous	Books	CreateSpace/Bartneck	2016	The Star Wars LEGO Minifigure Catalog: 5th Edition	0	0
26219	Miscellaneous	Books	CreateSpace/Bartneck	2016	The 2014 LEGO Minifigure Catalog: 2nd Edition	0	0
26368	Miscellaneous	Books	CreateSpace/Bartneck	2016	The Middle Earth LEGO Minifigure Catalog	0	0
25781	Miscellaneous	Books	Klutz	1998	Crazy Action Contraptions: A LEGO Ideas Book	60	0
25778	Miscellaneous	Books	Klutz	2010	Crazy Action Contraptions	0	21.95
25695	Miscellaneous	Books	No Starch Press	2004	Getting Started with LEGO Trains	0	0
25708	Miscellaneous	Books	No Starch Press	2005	The Unofficial LEGO Builder's Guide 1st edition	0	0
25709	Miscellaneous	Books	No Starch Press	2007	Forbidden LEGO	0	0
25719	Miscellaneous	Books	No Starch Press	2007	The LEGO MINDSTORMS NXT Idea Book: Design, Invent, and Build	0	0
25718	Miscellaneous	Books	No Starch Press	2007	The Unofficial LEGO MINDSTORMS NXT Inventor's Guide	0	0
25717	Miscellaneous	Books	No Starch Press	2008	The LEGO Mindstorms NXT Zoo!	0	0
25716	Miscellaneous	Books	No Starch Press	2008	LEGO MINDSTORMS NXT One-Kit Wonders	0	0
25714	Miscellaneous	Books	No Starch Press	2010	The LEGO MINDSTORMS NXT 2.0 Discovery Book	0	0
25715	Miscellaneous	Books	No Starch Press	2009	LEGO MINDSTORMS NXT Thinking Robots	0	0
25713	Miscellaneous	Books	No Starch Press	2010	LEGO MINDSTORMS NXT-G Programming Guide	0	0
25688	Miscellaneous	Books	No Starch Press	2010	The LEGO Technic Idea Book: Simple Machines	0	0
25691	Miscellaneous	Books	No Starch Press	2010	The LEGO Technic Idea Book: Wheeled Wonders	0	0
25690	Miscellaneous	Books	No Starch Press	2010	The LEGO Technic Idea Book: Fantastic Contraptions	0	0
25711	Miscellaneous	Books	No Starch Press	2010	Badass LEGO Guns	0	0
25689	Miscellaneous	Books	No Starch Press	2011	The Cult of LEGO	0	0
25710	Miscellaneous	Books	No Starch Press	2012	LEGO Heavy Weapons	0	0
25692	Miscellaneous	Books	No Starch Press	2012	The Unofficial LEGO Technic Builder's Guide	0	0
25694	Miscellaneous	Books	No Starch Press	2012	The Unofficial LEGO Builder's Guide 2nd edition	0	0
25693	Miscellaneous	Books	No Starch Press	2012	The LEGO Adventure Book, Vol. 1: Cars, Castles, Dinosaurs & More!	0	0
25700	Miscellaneous	Books	No Starch Press	2013	The BrickGun Book	0	0
25699	Miscellaneous	Books	No Starch Press	2013	The LEGO Build-It Book, Vol. 1: Amazing Vehicles	0	0
25698	Miscellaneous	Books	No Starch Press	2013	Beautiful LEGO	0	0
25697	Miscellaneous	Books	No Starch Press	2013	The LEGO Adventure Book, Vol. 2: Spaceships, Pirates, Dragons & More!	0	0
25696	Miscellaneous	Books	No Starch Press	2013	The LEGO Build-It Book, Vol. 2: Amazing Vehicles	0	0
25701	Miscellaneous	Books	No Starch Press	2013	LEGO Space: Building the Future	0	0
25702	Miscellaneous	Books	No Starch Press	2014	Steampunk LEGO	0	0
25680	Miscellaneous	Books	No Starch Press	2014	The LEGO MINDSTORMS EV3 Discovery Book	0	0
25681	Miscellaneous	Books	No Starch Press	2013	The LEGO MINDSTORMS EV3 Laboratory	0	0
25703	Miscellaneous	Books	No Starch Press	2014	The Art of LEGO Design	0	0
25682	Miscellaneous	Books	No Starch Press	2014	The Art of LEGO MINDSTORMS EV3 Programming	0	0
25704	Miscellaneous	Books	No Starch Press	2014	The LEGO Neighborhood Book: Build a LEGO Town!	0	0
25678	Miscellaneous	Books	No Starch Press	2014	Beautiful LEGO 2	0	0
25677	Miscellaneous	Books	No Starch Press	2014	Incredible LEGO Technic	0	0
25683	Miscellaneous	Books	No Starch Press	2014	The Art of the Brick: A Life in LEGO	0	0
25679	Miscellaneous	Books	No Starch Press	2014	The LEGO MINDSTORMS EV3 Idea Book	0	0
